img_file,category,box_top,box_left,box_height,box_width,img_width,img_height
resized chewy-26.png,coupon,407,551,31,353,1280,1280
resized chewy-43.png,product_type,204,17,25,359,1280,1280
resized chewy-43.png,product_title,236,544,55,322,1280,1280
resized chewy-43.png,4_star,312,547,23,85,1280,1280
resized chewy-43.png,original_price,359,619,23,80,1280,1280
resized chewy-43.png,coupon,405,550,33,355,1280,1280
resized chewy-45.png,product_type,197,16,31,154,1280,1280
resized chewy-45.png,product_title,236,541,80,347,1280,1280
resized chewy-45.png,company,316,547,22,136,1280,1280
resized chewy-45.png,final_price,379,543,30,173,1280,1280
resized chewy-8.png,product_type,201,17,29,415,1280,1280
resized chewy-8.png,product_title,234,545,60,338,1280,1280
resized chewy-8.png,4_star,313,547,21,86,1280,1280
resized chewy-8.png,coupon,157,428,25,330,1280,1280
resized dicks-sporting-goods-17.png,product_type,255,7,32,457,1280,1280
resized dicks-sporting-goods-17.png,product_title,288,633,26,351,1280,1280
resized dicks-sporting-goods-24.png,product_type,254,7,26,301,1280,1280
resized dicks-sporting-goods-24.png,product_title,288,633,27,375,1280,1280
resized dicks-sporting-goods-24.png,original_price,429,638,17,64,1280,1280
resized dicks-sporting-goods-3.png,product_type,255,9,29,491,1280,1280
resized dicks-sporting-goods-3.png,product_title,300,630,37,484,1280,1280
resized etsy-10.png,product_image,126,91,560,708,1280,1280
resized etsy-10.png,final_price,170,834,33,157,1280,1280
resized etsy-10.png,4_star,740,174,30,114,1280,1280
resized etsy-23.png,product_image,124,88,535,711,1280,1280
resized etsy-23.png,final_price,170,836,34,153,1280,1280
resized etsy-23.png,5_star,704,188,31,113,1280,1280
resized etsy-41.png,product_image,118,226,599,474,1280,1280
resized etsy-41.png,product_title,177,853,71,374,1280,1280
resized etsy-41.png,5_star,257,1005,19,87,1280,1280
resized etsy-7.png,product_image,135,165,584,585,1280,1280
resized etsy-7.png,company,316,854,24,208,1280,1280
resized etsy-7.png,original_price,177,1014,17,74,1280,1280
resized etsy-7.png,5_star,767,158,25,110,1280,1280
resized etsy-9.png,product_image,124,96,626,703,1280,1280
resized etsy-9.png,original_price,203,968,19,70,1280,1280
resized etsy-9.png,product_title,230,836,77,354,1280,1280
resized etsy-9.png,4_star,314,924,19,81,1280,1280
resized event-brite-26.png,product_title,632,20,238,617,1280,1280
resized event-brite-26.png,company,1049,118,21,81,1280,1280
resized event-brite-29.png,product_image,85,171,483,943,1280,1280
resized event-brite-29.png,final_price,753,1012,26,90,1280,1280
resized event-brite-38.png,product_title,136,107,125,840,1280,1280
resized event-brite-48.png,product_title,134,105,72,618,1280,1280
resized event-brite-8.png,product_title,132,94,62,383,1280,1280
resized gap-11.png,product_type,173,8,30,220,1280,1280
resized gap-11.png,product_title,210,916,50,297,1280,1280
resized gap-11.png,coupon,300,918,22,173,1280,1280
resized gap-34.png,product_type,174,8,24,182,1280,1280
resized gap-34.png,product_title,210,916,48,341,1280,1280
resized gap-34.png,discount,299,917,20,177,1280,1280
resized gap-37.png,product_type,172,6,26,188,1280,1280
resized gap-37.png,product_title,209,916,50,344,1280,1280
resized gap-37.png,discount,302,918,19,175,1280,1280
resized gap-50.png,product_type,171,8,29,262,1280,1280
resized gap-50.png,product_title,207,916,31,186,1280,1280
resized gap-50.png,discount,277,917,17,176,1280,1280
sainsburys-26.png,product_image,143,30,618,720,1280,3089
sainsburys-26.png,company,230,787,20,100,1280,3089
sainsburys-39.png,product_image,143,39,607,722,1280,4051
sainsburys-39.png,company,228,786,26,104,1280,4051
sports-direct-539.png,product_type,132,55,23,367,1280,1280
sports-direct-539.png,discount,167,618,20,119,1280,1280
sports-direct-539.png,product_title,185,778,18,109,1280,1280
sports-direct-539.png,original_price,253,841,17,53,1280,1280
sports-direct-564.png,product_type,133,56,19,295,1280,1280
sports-direct-564.png,discount,167,620,21,116,1280,1280
sports-direct-564.png,company,161,778,20,32,1280,1280
sports-direct-564.png,original_price,253,839,17,58,1280,1280
sports-direct-579.png,product_type,125,49,32,434,1280,1280
sports-direct-579.png,discount,169,618,16,116,1280,1280
sports-direct-579.png,product_title,183,777,21,231,1280,1280
sports-direct-579.png,original_price,253,837,18,58,1280,1280
sports-direct-580.png,product_type,129,55,26,529,1280,1280
sports-direct-580.png,discount,164,655,18,80,1280,1280
sports-direct-580.png,product_title,184,779,22,260,1280,1280
sports-direct-580.png,original_price,254,841,15,57,1280,1280
sports-direct-621.png,product_type,129,55,28,468,1280,1280
sports-direct-621.png,company,161,776,21,90,1280,1280
sports-direct-621.png,final_price,250,776,22,62,1280,1280
sports-direct-657.png,product_type,131,54,28,604,1280,1280
sports-direct-657.png,discount,164,619,24,113,1280,1280
sports-direct-657.png,company,161,776,21,44,1280,1280
sports-direct-657.png,original_price,253,848,18,59,1280,1280
sports-direct-675.png,product_type,130,55,27,303,1280,1280
sports-direct-675.png,company,160,776,22,82,1280,1280
sports-direct-675.png,final_price,252,776,19,54,1280,1280
sports-direct-690.png,product_type,132,54,25,405,1280,1280
sports-direct-690.png,discount,164,656,17,80,1280,1280
sports-direct-690.png,company,162,777,21,82,1280,1280
sports-direct-690.png,original_price,252,839,20,55,1280,1280
sports-direct-716.png,product_type,130,52,26,367,1280,1280
sports-direct-716.png,company,162,776,19,41,1280,1280
sports-direct-716.png,final_price,253,777,18,62,1280,1280
sports-direct-739.png,product_type,133,54,23,560,1280,1280
sports-direct-739.png,discount,163,655,18,79,1280,1280
sports-direct-739.png,company,163,777,17,55,1280,1280
sports-direct-739.png,original_price,253,840,16,58,1280,1280
sports-direct-757.png,product_type,132,56,22,310,1280,1280
sports-direct-757.png,discount,165,655,14,80,1280,1280
sports-direct-757.png,company,163,777,17,78,1280,1280
sports-direct-757.png,final_price,252,776,19,63,1280,1280
sports-direct-762.png,product_type,131,56,23,296,1280,1280
sports-direct-762.png,company,163,778,18,39,1280,1280
sports-direct-762.png,final_price,252,778,18,55,1280,1280
sports-direct-766.png,product_type,130,54,27,294,1280,1280
sports-direct-766.png,company,162,778,20,83,1280,1280
sports-direct-766.png,final_price,252,778,19,60,1280,1280
sports-direct-774.png,product_type,135,57,18,304,1280,1280
sports-direct-774.png,discount,166,655,12,78,1280,1280
sports-direct-774.png,company,162,777,19,81,1280,1280
sports-direct-774.png,original_price,252,837,20,52,1280,1280
sports-direct-785.png,product_type,132,55,24,322,1280,1280
sports-direct-785.png,discount,163,654,17,81,1280,1280
sports-direct-785.png,company,162,777,20,81,1280,1280
sports-direct-785.png,original_price,252,839,17,58,1280,1280
sports-direct-806.png,product_type,134,57,22,320,1280,1280
sports-direct-806.png,product_title,183,776,23,219,1280,1280
sports-direct-806.png,final_price,249,775,22,63,1280,1280
sports-direct-814.png,product_type,127,52,30,521,1280,1280
sports-direct-814.png,company,160,777,20,52,1280,1280
sports-direct-814.png,final_price,250,775,21,64,1280,1280
sports-direct-828.png,product_type,133,56,20,329,1280,1280
sports-direct-828.png,company,163,779,17,143,1280,1280
sports-direct-828.png,final_price,253,777,17,71,1280,1280
sports-direct-834.png,product_type,134,58,21,298,1280,1280
sports-direct-834.png,discount,166,617,22,121,1280,1280
sports-direct-834.png,product_title,185,777,20,130,1280,1280
sports-direct-834.png,original_price,252,853,17,61,1280,1280
sports-direct-846.png,product_type,131,55,24,401,1280,1280
sports-direct-846.png,discount,166,655,13,78,1280,1280
sports-direct-846.png,company,161,777,21,82,1280,1280
sports-direct-846.png,original_price,251,839,21,53,1280,1280
sports-direct-863.png,product_type,130,54,26,458,1280,1280
sports-direct-863.png,discount,168,618,18,117,1280,1280
sports-direct-863.png,company,162,778,22,44,1280,1280
sports-direct-863.png,original_price,253,853,17,52,1280,1280
sports-direct-897.png,product_type,134,56,19,278,1280,1280
sports-direct-897.png,company,163,779,18,65,1280,1280
sports-direct-897.png,final_price,253,778,16,68,1280,1280
stub-hub-11.png,product_type,284,29,30,149,1280,1280
stub-hub-26.png,product_type,289,30,19,142,1280,1280
stub-hub-26.png,final_price,623,802,16,73,1280,1280
target-12.png,product_type,144,6,32,309,1280,1280
target-12.png,product_image,256,143,657,651,1280,1280
target-12.png,4_star,314,819,23,97,1280,1280
target-16.png,product_type,148,9,25,266,1280,1280
target-16.png,product_title,212,11,34,555,1280,1280
target-16.png,final_price,259,821,25,63,1280,1280
target-16.png,discount,289,824,18,185,1280,1280
target-35.png,product_type,146,7,27,346,1280,1280
target-35.png,product_title,204,10,44,664,1280,1280
target-35.png,final_price,257,822,26,61,1280,1280
target-35.png,discount,289,893,18,120,1280,1280
target-38.png,product_type,144,6,29,369,1280,1280
target-38.png,product_title,210,1,36,799,1280,1280
target-38.png,final_price,258,823,27,63,1280,1280
target-38.png,discount,286,824,24,189,1280,1280
target-49.png,product_type,145,7,34,524,1280,1280
target-49.png,product_title,214,12,34,514,1280,1280
target-49.png,final_price,256,821,32,71,1280,1280
target-50.png,product_type,143,9,34,294,1280,1280
target-50.png,product_image,256,143,657,656,1280,1280
target-50.png,original_price,269,884,16,53,1280,1280
target-50.png,5_star,335,823,20,94,1280,1280
target-60.png,product_type,144,9,28,559,1280,1280
target-60.png,product_title,210,12,37,532,1280,1280
target-60.png,final_price,258,822,28,61,1280,1280
target-60.png,discount,291,896,17,113,1280,1280
t-mobile-102.png,product_type,116,46,31,344,1280,1280
t-mobile-102.png,product_title,157,635,36,298,1280,1280
t-mobile-102.png,number_rating,202,651,18,25,1280,1280
t-mobile-34.png,product_type,115,51,32,277,1280,1280
t-mobile-34.png,product_title,157,634,40,240,1280,1280
t-mobile-34.png,number_rating,202,653,18,23,1280,1280
t-mobile-37.png,product_type,116,50,29,246,1280,1280
t-mobile-37.png,product_title,160,636,31,148,1280,1280
t-mobile-37.png,company,120,635,21,88,1280,1280
t-mobile-38.png,product_type,119,49,24,215,1280,1280
t-mobile-38.png,company,121,635,21,69,1280,1280
t-mobile-38.png,number_rating,204,653,15,20,1280,1280
t-mobile-79.png,product_type,114,48,34,260,1280,1280
t-mobile-79.png,product_title,156,636,37,197,1280,1280
t-mobile-79.png,number_rating,204,652,14,21,1280,1280
t-mobile-80.png,product_type,114,51,38,264,1280,1280
t-mobile-80.png,product_title,157,638,36,194,1280,1280
t-mobile-80.png,number_rating,204,652,15,21,1280,1280
t-mobile-90.png,product_type,118,54,26,259,1280,1280
t-mobile-90.png,product_title,157,636,35,178,1280,1280
t-mobile-90.png,number_rating,201,652,21,25,1280,1280
urban-outfitters-12.png,product_type,197,600,16,77,1280,2872
urban-outfitters-12.png,product_title,229,795,81,418,1280,2872
urban-outfitters-12.png,final_price,347,876,27,77,1280,2872
urban-outfitters-12.png,discount,348,954,28,87,1280,2872
urban-outfitters-35.png,product_type,192,584,23,106,1280,2748
urban-outfitters-35.png,product_title,224,791,81,349,1280,2748
urban-outfitters-35.png,final_price,347,875,25,81,1280,2748
urban-outfitters-35.png,discount,348,955,27,88,1280,2748
urban-outfitters-43.png,product_type,195,587,19,102,1280,2726
urban-outfitters-43.png,product_title,230,796,77,346,1280,2726
urban-outfitters-43.png,final_price,350,878,22,76,1280,2726
urban-outfitters-43.png,discount,350,955,24,86,1280,2726
urban-outfitters-70.png,product_type,193,588,22,100,1280,2842
urban-outfitters-70.png,product_title,228,793,41,411,1280,2842
urban-outfitters-70.png,final_price,313,877,19,77,1280,2842
urban-outfitters-70.png,discount,311,956,25,84,1280,2842
vans-113.png,product_type,140,0,33,742,1280,1280
vans-113.png,product_title,198,736,38,384,1280,1280
vans-113.png,original_price,246,739,23,66,1280,1280
vans-113.png,5_star,251,1173,17,64,1280,1280
vans-115.png,product_type,144,0,23,673,1280,1280
vans-115.png,product_title,202,738,29,243,1280,1280
vans-115.png,original_price,247,736,22,69,1280,1280
vans-119.png,product_type,144,0,24,686,1280,1280
vans-119.png,product_title,203,738,28,257,1280,1280
vans-119.png,original_price,247,738,20,66,1280,1280
vans-119.png,5_star,251,1166,18,64,1280,1280
vans-13.png,product_type,142,0,25,666,1280,1280
vans-13.png,product_title,201,737,35,407,1280,1280
vans-132.png,product_type,141,0,32,825,1280,1280
vans-132.png,product_title,199,738,34,463,1280,1280
vans-132.png,final_price,245,863,23,76,1280,1280
vans-132.png,discount,248,816,19,45,1280,1280
vans-136.png,product_type,137,0,34,718,1280,1280
vans-136.png,product_title,204,738,29,307,1280,1280
vans-136.png,original_price,244,738,26,65,1280,1280
vans-136.png,4_star,253,1174,15,63,1280,1280
vans-30.png,product_type,142,2,24,568,1280,1280
vans-30.png,product_title,200,737,31,253,1280,1280
vans-30.png,5_star,252,1167,16,63,1280,1280
vans-33.png,product_type,143,0,25,599,1280,1280
vans-33.png,product_title,201,736,31,289,1280,1280
vans-4.png,product_type,142,0,24,651,1280,1280
vans-4.png,product_title,203,738,31,410,1280,1280
vans-57.png,product_type,143,3,28,738,1280,1280
vans-57.png,product_title,199,732,33,376,1280,1280
vans-57.png,original_price,247,739,21,64,1280,1280
vans-61.png,product_type,140,4,33,754,1280,1280
vans-61.png,product_title,203,737,27,395,1280,1280
vans-61.png,original_price,245,736,24,68,1280,1280
vans-61.png,5_star,251,1174,16,62,1280,1280
vans-87.png,product_type,143,0,25,690,1280,1280
vans-87.png,product_title,203,737,27,275,1280,1280
vans-87.png,original_price,244,738,24,68,1280,1280
vans-87.png,4_star,251,1173,17,64,1280,1280
vans-88.png,product_type,143,0,25,646,1280,1280
vans-88.png,product_title,203,737,28,197,1280,1280
vans-88.png,original_price,247,739,22,65,1280,1280
vans-88.png,3_star,252,1173,17,65,1280,1280
zappos-0.png,product_type,275,84,33,272,1280,1280
zappos-0.png,company,318,816,36,76,1280,1280
zappos-0.png,final_price,414,815,47,123,1280,1280
zappos-0.png,discount,432,1014,23,87,1280,1280
zappos-13.png,product_type,278,80,27,295,1280,1280
zappos-13.png,company,317,818,40,107,1280,1280
zappos-13.png,final_price,416,928,42,92,1280,1280
zappos-13.png,discount,418,816,43,106,1280,1280
zappos-49.png,product_type,277,81,28,265,1280,1280
zappos-49.png,company,320,818,37,50,1280,1280
zappos-49.png,final_price,412,815,48,124,1280,1280
zappos-49.png,discount,433,1015,22,75,1280,1280
zappos-51.png,product_type,278,78,25,178,1280,1280
zappos-51.png,company,320,818,34,109,1280,1280
zappos-51.png,final_price,415,925,44,95,1280,1280
zappos-51.png,discount,418,819,41,102,1280,1280
zappos-63.png,product_type,275,80,32,337,1280,1280
zappos-63.png,company,318,817,35,197,1280,1280
zappos-63.png,final_price,443,928,46,122,1280,1280
zappos-63.png,discount,441,818,48,107,1280,1280
zappos-69.png,product_type,275,78,32,344,1280,1280
zappos-69.png,product_title,354,815,31,384,1280,1280
zappos-69.png,final_price,414,817,47,122,1280,1280
zappos-69.png,4_star,539,926,27,108,1280,1280
zappos-81.png,product_type,273,80,37,359,1280,1280
zappos-81.png,company,318,815,35,247,1280,1280
zappos-81.png,final_price,416,902,41,124,1280,1280
zappos-81.png,original_price,466,827,18,103,1280,1280
zappos-89.png,product_type,278,83,24,143,1280,1280
zappos-89.png,company,320,818,32,69,1280,1280
zappos-89.png,final_price,415,815,46,125,1280,1280
